COMID,lat,lon,frac_1,frac_2,frac_5,frac_6,frac_8,frac_10,frac_14,frac_15,frac_16,frac_17,frac_18,frac_19
71036096,50.8685292344786,-115.431913803496,0.563190817832947,0,0,0,0.0148133654147387,0.159992411732674,0,0,0.116489231586456,0,0.14551417529583,0
71036211,50.6215154073448,-115.159542704376,0.376540154218674,0,0,0,0.0239758491516113,0.086975671350956,0,0,0.265471339225769,0.00839236658066511,0.231536954641342,0.00710768718272448
71036324,50.8324706701862,-115.438477416043,0.827768862247467,0,0,0,0.02409752830863,0.0306189432740211,0,0,0.116063013672829,0,0.00145164900459349,0
71036389,50.8625996068418,-115.504806663424,0.410671800374985,0,0,0,0.0318573191761971,0.15522326529026,0,0,0.386709839105606,0,0.0112836826592684,0.00425409339368343
71038127,50.5763926111291,-115.203029410182,0.103446386754513,0,0,0,0.0115680489689112,0.0755193680524826,0,0,0.613120079040527,0,0.0334541127085686,0.162892043590546
71038233,50.5975404387687,-115.081103634577,0.782675087451935,0.000193964500795119,0,0,0.0314702056348324,0.0409144647419453,0,0,0.133907169103622,0.00811987556517124,0.00271924654953182,0
71038278,50.6429140309657,-115.050557036568,0.564524114131927,0,0,0,0.057148739695549,0.10012499243021,0,0,0.260376363992691,0.0163075681775808,0.00110139860771596,0.00041674540261738
71038383,50.6540725946509,-115.25482181313,0.248362645506859,0,0,0,0.0171892773360014,0.0908033698797226,0,0,0.538386344909668,0,0.0224761907011271,0.0827821791172028
71038637,50.7641514156108,-115.40712247771,0.468210577964783,0.00120880245231092,0,0,0.122259199619293,0.0994582176208496,0,0,0.271076619625092,0,0.0146910836920142,0.0230955239385366
71038722,50.7513912336776,-115.260962342239,0.4522465467453,3.38225290761329e-05,0,0,0.0490843951702118,0.0750361457467079,3.38225290761329e-05,0,0.390199571847916,0.00631776917725801,0.0089325187727809,0.0181153547018766
71038826,50.8044506356283,-115.497811313356,0.357873499393463,0,0,0,0.0509731993079185,0.117861330509186,0,0,0.443281441926956,0,0.00791244767606258,0.0220980793237686
71038844,50.8277167062714,-115.327067534525,0.513739287853241,0,0,0,0.0593565367162228,0.0773817002773285,0.000666242733132094,0,0.326331555843353,0.00707043753936887,0.0143267353996634,0.00112748774699867
71038890,50.8207984137011,-115.126212711448,0.400488585233688,0,0,0,0.0438687615096569,0.184918001294136,0,0,0.369361490011215,0.00115431752055883,0,0.000208873738301918
71038901,50.8467872419677,-115.067805133011,0.428642719984055,0,0,0,0.0376307815313339,0.103802591562271,0,0,0.427430063486099,0.00227918173186481,0.000214653919101693,0
71038946,50.851728605201,-115.230721158393,0.366987645626068,0,0,0,0.0952072665095329,0.128116846084595,0.000164258701261133,0,0.393141180276871,0,0.0160821154713631,0.00030071142828092
71038961,50.8681971098532,-115.588181002347,0.301505029201508,0,0,0,0.0203561782836914,0.111251473426819,0,0,0.348514527082443,0,0.0787461549043655,0.139626681804657
71039048,50.912528951767,-115.465043576886,0.305864453315735,0,0,0,0.0185815263539553,0.168456092476845,0,0,0.497843712568283,0,0.00469998875632882,0.00455417903140187
71039109,50.9316715172681,-115.55451752684,0.263175159692764,0,0,0,0.084291122853756,0.159419536590576,0.000643046863842756,0,0.488989531993866,0,0.00262422999367118,0.000857395818457007
71039121,50.9173419195606,-115.216567160288,0.31482070684433,0.000742881733458489,0,0,0.0859954357147217,0.104014314711094,0,0,0.482973963022232,0.0045730615966022,0.00651680864393711,0.000362802704330534
71039250,50.952413592233,-115.034745631068,0.503253519535065,0,0,0,0.000132994537125342,0.0951327234506607,0,0,0.393934994935989,0.00113836221862584,0.00640738708898425,0
71039266,50.9362730652275,-115.323424161373,0.321028470993042,4.74937478429638e-05,0,0,0.00368011463433504,0.0916822627186775,0,0,0.451254516839981,0.0171521753072739,0.112424053251743,0.00273089064285159
